1;arms_factory;1447.00;10.00;302.00;1.45;0
1;arms_factory;1433.00;10.00;324.00;4.47;0
1;arms_factory;1442.00;10.00;343.00;0.85;0
1;arms_factory;1434.00;10.00;361.00;3.52;0
1;arms_factory;1423.00;10.00;329.00;5.08;0
1;arms_factory;1454.00;10.00;335.00;2.92;0
1;industrial_complex;1439.00;10.00;349.00;5.58;0
1;industrial_complex;1395.00;10.00;358.00;1.96;0
1;industrial_complex;1436.00;10.00;317.00;4.98;0
1;industrial_complex;1411.00;10.00;354.00;6.19;0
1;industrial_complex;1400.00;10.00;369.00;4.03;0
1;industrial_complex;1438.00;10.00;300.00;0.41;0
1;air_base;1440.00;10.00;280.00;1.97;0
1;supply_node;1424.00;10.00;337.00;0.41;0
1;supply_node;1432.00;10.00;359.00;4.45;0
1;supply_node;1402.00;10.00;351.00;5.93;0
1;supply_node;1456.00;10.00;309.00;2.58;0
1;supply_node;1449.00;10.00;346.00;5.16;0
1;supply_node;1395.00;10.00;366.00;1.82;0
1;supply_node;1446.00;10.00;330.00;3.29;0
1;supply_node;1415.00;10.00;359.00;1.05;0
1;supply_node;1453.00;10.00;364.00;3.99;0
1;supply_node;1440.00;10.00;315.00;5.47;0
1;supply_node;1446.00;10.00;287.00;2.12;0
1;naval_base;1394.00;9.73;356.00;-0.98;12065
1;naval_base;1419.00;9.73;328.00;-0.64;8778
1;naval_base;1434.00;9.50;296.00;-2.36;2013
1;naval_base;1434.00;9.50;305.00;-1.25;2013
1;naval_base;1389.00;9.73;361.00;-1.06;1668
1;bunker;1417.00;10.00;365.00;4.70;0
1;bunker;1445.00;10.00;353.00;2.54;0
1;bunker;1447.00;10.00;291.00;4.10;0
1;bunker;1440.00;10.00;358.00;0.48;0
1;bunker;1453.00;10.00;362.00;3.15;0
1;bunker;1458.00;10.00;325.00;6.16;0
1;bunker;1425.00;10.00;333.00;1.09;0
1;bunker;1444.00;10.00;326.00;5.21;0
1;bunker;1405.00;10.00;366.00;1.59;0
1;bunker;1403.00;10.00;353.00;3.15;0
1;bunker;1434.00;10.00;316.00;0.99;0
1;coastal_bunker;1429.00;9.73;317.00;-1.25;0
1;coastal_bunker;1399.00;9.50;349.00;-0.98;0
1;coastal_bunker;1434.00;9.50;294.00;-1.87;0
1;coastal_bunker;1417.00;9.73;331.00;-0.64;0
1;coastal_bunker;1383.00;9.50;362.00;-1.06;0
1;dockyard;1434.00;9.50;307.00;-1.25;0
1;anti_air_building;1422.00;10.00;334.00;0.04;0
1;anti_air_building;1453.00;10.00;290.00;4.17;0
1;anti_air_building;1443.00;10.00;353.00;5.37;0
1;synthetic_refinery;1452.00;10.00;304.00;3.21;0
1;fuel_silo;1421.00;10.00;349.00;6.23;0
1;rocket_site;1450.00;10.00;325.00;5.28;0
1;nuclear_reactor;1454.00;10.00;318.00;0.55;0
1;floating_harbor;1413.80;9.50;323.40;-3.79;509
1;floating_harbor;1393.18;9.50;345.12;-4.12;2097
1;floating_harbor;1379.88;9.50;357.60;-4.21;8464
1;floating_harbor;1424.36;9.50;309.79;-4.39;12103
1;floating_harbor;1426.31;9.50;293.06;1.27;9383
2;arms_factory;1325.00;10.00;542.00;0.85;0
2;arms_factory;1361.00;10.00;511.00;3.52;0
2;arms_factory;1355.00;10.00;517.00;5.08;0
2;arms_factory;1353.00;10.00;519.00;2.92;0
2;arms_factory;1351.00;10.00;525.00;5.58;0
2;arms_factory;1357.00;10.00;564.00;1.96;0
2;industrial_complex;1361.00;10.00;532.00;4.98;0
2;industrial_complex;1336.00;10.00;512.00;6.19;0
2;industrial_complex;1351.00;10.00;532.00;4.03;0
2;industrial_complex;1328.00;10.00;518.00;0.41;0
2;industrial_complex;1359.00;10.00;538.00;1.97;0
2;industrial_complex;1344.00;10.00;542.00;4.63;0
2;air_base;1306.00;10.00;516.00;2.47;0
2;supply_node;1340.00;10.00;523.00;5.93;0
2;supply_node;1331.00;10.00;549.00;2.58;0
2;supply_node;1346.00;10.00;563.00;5.16;0
2;supply_node;1354.00;10.00;542.00;1.82;0
2;supply_node;1310.00;10.00;523.00;3.29;0
2;supply_node;1361.00;10.00;564.00;1.05;0
2;supply_node;1318.00;10.00;537.00;3.99;0
2;supply_node;1358.00;10.00;521.00;5.47;0
2;supply_node;1326.00;10.00;516.00;2.12;0
2;supply_node;1299.00;10.00;517.00;4.71;0
2;bunker;1340.00;10.00;540.00;6.25;0
2;bunker;1356.00;10.00;565.00;2.64;0
2;bunker;1317.00;10.00;533.00;5.65;0
2;bunker;1357.00;10.00;516.00;2.04;0
2;bunker;1348.00;10.00;537.00;4.70;0
2;bunker;1313.00;10.00;527.00;2.54;0
2;bunker;1358.00;10.00;570.00;4.10;0
2;bunker;1328.00;10.00;546.00;0.48;0
2;bunker;1300.00;10.00;528.00;3.15;0
2;bunker;1325.00;10.00;511.00;6.16;0
2;anti_air_building;1355.00;10.00;520.00;1.09;0
2;anti_air_building;1354.00;10.00;566.00;5.21;0
2;anti_air_building;1364.00;10.00;527.00;1.59;0
2;synthetic_refinery;1359.00;10.00;534.00;3.15;0
2;fuel_silo;1317.00;10.00;511.00;0.99;0
2;rocket_site;1327.00;10.00;519.00;0.04;0
2;nuclear_reactor;1323.00;10.00;521.00;1.60;0
3;arms_factory;1305.00;10.00;464.00;5.08;0
3;arms_factory;1299.00;10.00;484.00;2.92;0
3;arms_factory;1321.00;10.00;489.00;5.58;0
3;arms_factory;1363.00;10.00;456.00;1.96;0
3;arms_factory;1321.00;10.00;475.00;4.98;0
3;arms_factory;1354.00;10.00;491.00;6.19;0
3;industrial_complex;1346.00;10.00;472.00;4.03;0
3;industrial_complex;1335.00;10.00;466.00;0.41;0
3;industrial_complex;1307.00;10.00;456.00;1.97;0
3;industrial_complex;1326.00;10.00;459.00;4.63;0
3;industrial_complex;1336.00;10.00;452.00;2.47;0
3;industrial_complex;1299.00;10.00;476.00;5.14;0
3;air_base;1330.00;10.00;482.00;0.41;0
3;supply_node;1360.00;10.00;457.00;5.16;0
3;supply_node;1305.00;10.00;483.00;1.82;0
3;supply_node;1303.00;10.00;460.00;3.29;0
3;supply_node;1353.00;10.00;482.00;1.05;0
3;supply_node;1329.00;10.00;480.00;3.99;0
3;supply_node;1328.00;10.00;453.00;5.47;0
3;supply_node;1345.00;10.00;462.00;2.12;0
3;supply_node;1317.00;10.00;466.00;4.71;0
3;bunker;1355.00;10.00;458.00;6.25;0
3;bunker;1338.00;10.00;485.00;2.64;0
3;bunker;1343.00;10.00;463.00;5.65;0
3;bunker;1329.00;10.00;463.00;2.04;0
3;bunker;1305.00;10.00;480.00;4.70;0
3;bunker;1308.00;10.00;471.00;2.54;0
3;bunker;1327.00;10.00;464.00;4.10;0
3;bunker;1341.00;10.00;487.00;0.48;0
3;anti_air_building;1303.00;10.00;477.00;3.15;0
3;anti_air_building;1333.00;10.00;466.00;6.16;0
3;anti_air_building;1316.00;10.00;476.00;1.09;0
3;synthetic_refinery;1326.00;10.00;466.00;5.21;0
3;fuel_silo;1360.00;10.00;473.00;1.59;0
3;rocket_site;1333.00;10.00;453.00;0.99;0
3;nuclear_reactor;1317.00;10.00;491.00;3.66;0
4;arms_factory;1300.00;10.00;414.00;5.58;0
4;arms_factory;1303.00;10.00;424.00;1.96;0
4;arms_factory;1299.00;10.00;433.00;4.98;0
4;arms_factory;1303.00;10.00;427.00;6.19;0
4;arms_factory;1305.00;10.00;432.00;4.03;0
4;arms_factory;1324.00;10.00;436.00;0.41;0
4;industrial_complex;1316.00;10.00;398.00;1.97;0
4;industrial_complex;1319.00;10.00;394.00;4.63;0
4;industrial_complex;1314.00;10.00;402.00;2.47;0
4;industrial_complex;1303.00;10.00;414.00;5.14;0
4;industrial_complex;1315.00;10.00;410.00;0.41;0
4;industrial_complex;1303.00;10.00;392.00;4.54;0
4;air_base;1296.00;10.00;387.00;0.92;0
4;supply_node;1299.00;10.00;409.00;3.29;0
4;supply_node;1311.00;10.00;417.00;1.05;0
4;supply_node;1300.00;10.00;384.00;3.99;0
4;supply_node;1314.00;10.00;432.00;5.47;0
4;supply_node;1317.00;10.00;387.00;2.12;0
4;bunker;1299.00;10.00;424.00;3.59;0
4;bunker;1295.00;10.00;385.00;6.25;0
4;bunker;1315.00;10.00;375.00;2.64;0
4;bunker;1295.00;10.00;429.00;5.65;0
4;bunker;1321.00;10.00;425.00;2.04;0
4;anti_air_building;1308.00;10.00;387.00;4.70;0
4;anti_air_building;1314.00;10.00;394.00;2.54;0
4;anti_air_building;1313.00;10.00;390.00;4.10;0
4;synthetic_refinery;1296.00;10.00;423.00;0.48;0
4;fuel_silo;1311.00;10.00;410.00;3.15;0
4;rocket_site;1311.00;10.00;429.00;1.09;0
4;nuclear_reactor;1297.00;10.00;381.00;5.21;0
5;arms_factory;1362.00;10.00;417.00;4.98;0
5;arms_factory;1349.00;10.00;391.00;6.19;0
5;arms_factory;1344.00;10.00;410.00;4.03;0
5;arms_factory;1338.00;10.00;422.00;0.41;0
5;arms_factory;1342.00;10.00;405.00;1.97;0
5;arms_factory;1360.00;10.00;401.00;4.63;0
5;industrial_complex;1341.00;10.00;391.00;2.47;0
5;industrial_complex;1336.00;10.00;410.00;5.14;0
5;industrial_complex;1364.00;10.00;434.00;0.41;0
5;industrial_complex;1349.00;10.00;404.00;4.54;0
5;industrial_complex;1365.00;10.00;400.00;0.92;0
5;industrial_complex;1340.00;10.00;394.00;2.48;0
5;air_base;1345.00;10.00;409.00;5.14;0
5;supply_node;1348.00;10.00;431.00;3.99;0
5;supply_node;1343.00;10.00;396.00;5.47;0
5;supply_node;1351.00;10.00;380.00;2.12;0
5;supply_node;1351.00;10.00;416.00;4.71;0
5;supply_node;1359.00;10.00;401.00;1.36;0
5;bunker;1349.00;10.00;396.00;2.64;0
5;bunker;1338.00;10.00;424.00;5.65;0
5;bunker;1356.00;10.00;423.00;2.04;0
5;bunker;1360.00;10.00;382.00;4.70;0
5;bunker;1354.00;10.00;405.00;2.54;0
5;anti_air_building;1341.00;10.00;396.00;4.10;0
5;anti_air_building;1357.00;10.00;414.00;0.48;0
5;anti_air_building;1362.00;10.00;427.00;3.15;0
